place_id,nombre,plaza,direccion,telefono,sitio_web,mcc,familia,payment_signal,signal_evidence,intent_score,eligible,disqualifier,outreach_message,rationale,resenas_totales,calificacion,trace_id,schema_version
ChIJ_-wg1kX10YURGqJGfnKmWmo,EL GRAN TACO,Ciudad de México,"Hidalgo 6, Centro, 54900 Tultitlán de Mariano Escobedo, Méx., Mexico",55 5888 9895,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, buen día. Vi el buen servicio en EL GRAN TACO en el centro de Tultitlán. Noté que por ahora solo aceptan efectivo; con la terminal Konfío puedes recibir tarjetas y cobrar más rápido a tus comensales. ¿Te comparto la información?",Taquería céntrica sin aceptación de medios de pago electrónicos.,10,4.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJI-aid8vDYoYRAH6h-0Ot8Vc,Tortillería Del Consuelo,Monterrey,"Sindicalismo 647, Centro Habitacional Burócratas de Guadalupe, 67276 Cdad. Benito Juárez, N.L., Mexico",81 8393 5282,https://www.tortilleriadelconsuelo.com/,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, note que en Tortilleria Del Consuelo solo manejan cobro en efectivo. Aceptar tarjetas con la terminal Konfio te permite no perder ventas y registrar tu volumen comercial desde el primer dia.",Negocio de tortillería local registrado con cobro únicamente en efectivo.,6,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJMXQQQlvw0YUR9grERzbtIU0,"Cocina Economica ""La Güera.""",Ciudad de México,"Aceites Manzana 034, Sta Maria Tulpetlac, 55400 Ecatepec de Morelos, Méx., Mexico",56 3114 0817,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Cocina Económica La Güera únicamente reciben pagos en efectivo. Con una terminal Konfío puedes ofrecer cobro con tarjeta a tus clientes y generar historial con tus ventas diarias. ¿Te gustaría recibir más información hoy mismo?",Pequeña cocina económica con cobro exclusivo en efectivo.,2,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ3T0pZlgBzoURU2IoOVRgNss,MISCELÁNEA LA ESTRELLA,Monterrey,"Yokohama 3, Coapa, Guadalupe, Tlalpan, 14388 Ciudad de México, CDMX, Mexico",55 2133 5050,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en MISCELÁNEA LA ESTRELLA por ahora solo reciben efectivo. Con la terminal Konfío puedes aceptar cobros con tarjeta sin complicaciones y brindar una mejor opción de pago a tus clientes. ¿Te platico cómo funciona?",Miscelánea con medio de pago exclusivo en efectivo.,2,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJpx0r2_9NL4QRrgXcMHgPwTU,Taquería el presidente,Guadalajara,"Guadalajara - El Salto 2172B, Minerales, Del Carmen, 45693 Las Pintitas, Jal., Mexico",33 1885 8699,https://www.facebook.com/taqueriaelpresidente/%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Aceptamos%20pago%20con%20Transferencia,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, noté que en Taquería el presidente solo reciben pagos en efectivo. Con la terminal Konfío puedes cobrar con tarjetas y contactless al momento, ofreciendo mejor servicio a tus clientes. ¿Te interesa conocer las tasas y facilidades?",Taquería con flujo regular de comensales y registro explícito de cobro en efectivo.,25,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJK0-N5om0KIQRtdt8ysp__CI,Cocina Doña Chely,Guadalajara,"Av. Benito Juárez 348, Tonalá Centro, 45400 Tonalá, Jal., Mexico",33 1316 5553,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Cocina Doña Chely tienes excelentes calificaciones pero solo aceptas efectivo. Integrar cobros con tarjeta con la terminal Konfío te permitirá atender a más clientes y registrar mayores ventas todos los días. ¿Te gustaría probarla?",Cocina económica con buen flujo de clientes y cobro exclusivo en efectivo.,18,4.7,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJl6HA_BD20YURSCAnGMk3UEU,Tortillería Geminis,Ciudad de México,"Local 1 Eje 1 Mz 13 Esq. Calle 2, Manzana 005, Lomas de Cartagena, 54958 Buenavista, Méx., Mexico",55 1543 9600,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, en Tortilleria Geminis tus registros indican que no aceptas tarjetas y cobras solo en efectivo. Al incorporar la terminal Konfio podras agilizar el cobro y atender a todos los clientes que prefieren pagar con tarjeta.",Tortillería con datos estructurados confirmando que no acepta tarjetas.,22,3.9,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJcUfv_LOdYoYR9FoZpwg3mnI,Tortilleria Las Reynas,Monterrey,"Fr. Servando Teresa de Mier 124, Fray Juan Antonio de Sobrevilla, 66000 García, N.L., Mexico",1111111111,https://www.instagram.com/primo.shop1?igsh=MW10MW15ZmNmYTl0aw==,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Tortilleria Las Reynas registran cobro únicamente en efectivo. Con la terminal Konfío puedes aceptar pagos con tarjetas de débito y crédito de forma rápida y sencilla para tus clientes. ¿Te mando información sobre cómo adquirirla?",Tortillería con registro de solo efectivo en Google.,2,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJd2nDtGL90YURuL4edI38OV8,Tortilleria 63,Ciudad de México,"C. 63 No-38, Santa Cruz Meyehualco, Iztapalapa, 09290 Ciudad de México, CDMX, Mexico",55 5613 1478,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Tortilleria 63 solo manejan pagos en efectivo. Con una terminal Konfío puedes empezar a aceptar cobros con tarjeta y facilitar la compra a tus vecinos sin complicaciones. ¿Te gustaría recibir más información?",Tortillería con medio de pago exclusivo en efectivo.,3,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJm8oRv2wHzoURfI86SWRdSzU,Tortilleria Xochimanca,Ciudad de México,"Cjon. Monte Las Cruces 15, San Lucas Xochimanca, Xochimilco, 16300 Ciudad de México, CDMX, Mexico",55 6482 8571,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Tortilleria Xochimanca tienen registrado cobro únicamente en efectivo. Con la terminal Konfío puedes aceptar pagos con tarjeta y asegurar cada venta con tus clientes del barrio. ¿Te gustaría recibir informes?",Tortillería que solo acepta efectivo según datos de Google.,2,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ_3woGUsDzoUR7LiodDo4guc,La Comida de Pol,Ciudad de México,"Cenicienta MZ64 LT26, Miguel Hidalgo, Tláhuac, 13200 Ciudad de México, CDMX, Mexico",56 2199 6143,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en La Comida de Pol tus comensales disfrutan tu sazón pero solo manejas cobro en efectivo. Con la terminal Konfío puedes aceptar tarjeta, agilizar el servicio en caja y hacer crecer tu negocio. ¿Te platico de las opciones?",Restaurante con buen flujo de comensales que opera solo en efectivo.,34,4.1,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJz5oQbC8dzoUR-XvHqz5a_PQ,Panadería y Pastelería Los Reyes,Ciudad de México,"Av. Emiliano Zapata Mz. 512 Lt.12 Local B entre Leona Vicario y, Nte 22 Manzana 031, San Isidro, 56617 Valle de Chalco Solidaridad, Méx., Mexico",55 3637 6968,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Panadería y Pastelería Los Reyes atienden a muchos clientes pero solo aceptan efectivo. Con la terminal Konfío puedes cobrar pedidos especiales y pasteles con tarjeta, aumentando tu ticket promedio al instante.",Panadería y pastelería con 16 reseñas que solo cobra en efectivo.,16,3.9,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJmwdhAgC1KIQRubaj15CK1lg,Tortillas de Harina POZA RICA (Sucursal Tonalá),Guadalajara,"C. Constitución 221I, Tonalá Centro, 45400 Tonalá, Jal., Mexico",33 3492 9854,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi la gran aceptación de Tortillas de Harina Poza Rica en Tonalá. Noté que hoy solo cobras en efectivo; sumando una terminal Konfío podrás aceptar pagos con tarjeta y elevar el volumen de venta por cliente.",Tortillería con varias reseñas y clientela que solo maneja efectivo.,11,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJD1NWgaxSL4QRrLqB9Jsi22g,"Cocina Economica ""La Esperanza""",Guadalajara,"45640, Av. Adolf Bernard Horn Junior 3399, 45654 San Pedro Tlaquepaque, Jal., Mexico",33 2176 2380,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi las excelentes reseñas de Cocina Economica La Esperanza. Noté que únicamente aceptas efectivo; con la terminal Konfío puedes habilitar pagos con tarjeta y atender a más comensales que prefieren no cargar efectivo.",Restaurante de comida corrida con 11 reseñas operando solo con efectivo.,11,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ4cz9bmb50YUR8pRx3EsutR4,Cocina Economica TREBOL,Ciudad de México,"Ángel Albino Corzo 5129 loc C, Belisario Domínguez, Gustavo A. Madero, 07869 Ciudad de México, CDMX, Mexico",55 5551 8842,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Cocina Economica TREBOL tienen excelente sazón pero actualmente solo aceptan efectivo. Con una terminal Konfío puedes cobrar a tus comensales con tarjeta al momento y hacer crecer tu negocio. ¿Te interesa conocer las opciones?",Restaurante de comida corrida con flujo constante y cobro exclusivo en efectivo.,69,4.1,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJbwW1Q9Dz0YURo8h7HPxBWmE,Miscelánea gabinito,Ciudad de México,"Luis Donaldo Colosio, 55010 Ecatepec de Morelos, Méx., Mexico",55 9100 7083,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Miscelánea gabinito solo reciben efectivo. Con una terminal Konfío puedes empezar a aceptar tarjetas y pagos sin contacto de tus clientes, incrementando tus ventas diarias y construyendo tu historial de negocio de forma fácil. ¿Te gustaría conocer nuestras opciones?",Miscelánea que según datos estructurados únicamente maneja efectivo.,9,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ0cjqna6zKIQRTa6Nugl1i1w,Tortilleria y Molino “El Sagrado Corazon”,Guadalajara,"Calle Av. De La Cruz 230, Colonial Tlaquepaque, 45570 San Pedro Tlaquepaque, Jal., Mexico",33 3635 0529,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Tortilleria y Molino El Sagrado Corazon solo manejas efectivo. Con la terminal de Konfio puedes empezar a cobrar con tarjeta al instante, evitar perder ventas de clientes que no traen morralla y hacer crecer tu negocio.",Es una tortillería que opera únicamente con efectivo según los datos de Google.,7,4.1,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ0QHShLnj0YUR2QJdM5vU5_4,COCINA ECONOMICA TIA MEY,Ciudad de México,"Marieta #29, Benito Juárez, 57000 Cdad. Nezahualcóyotl, Méx., Mexico",771 222 4680,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Cocina Economica Tia Mey solo aceptas efectivo. Al sumar la terminal Konfio podras cobrar comidas con tarjeta de debito y credito, permitiendo que tus comensales consuman mas sin preocuparse por el efectivo.",Cocina económica registrada con método de pago exclusivamente en efectivo.,2,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ16Lg6Qnj0YURHMzR3HGC3WI,Miscelánea NOVA FAST,Ciudad de México,"La, C. Adelita #262, Benito Juárez, 57000 Cdad. Nezahualcóyotl, Méx., Mexico",55 4656 8265,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, vi que en Miscelanea NOVA FAST cobras solamente en efectivo. Con la terminal Konfio puedes aceptar tarjetas al instante, atender a clientes que no traen cambio y hacer crecer tus ventas diarias.",Comercio de abarrotes y miscelánea que solo opera en efectivo.,3,4.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJpSFyyHHj0YURMhWcdYLSXFg,Miscelánea El May,Ciudad de México,"Mz. 560 Lt. 11, C. Plutarco González Pliego Manzana 036, Plateros, 56356 Chimalhuacán, Estado de México, Mexico",55 4788 6632,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,75,True,,"Hola, note que en Miscelanea El May unicamente aceptas efectivo. Con la terminal de cobro Konfio puedes recibir pagos con tarjeta de forma sencilla y segura, asegurando cada venta en tu tienda.",Miscelánea de abarrotes con cobro confirmado únicamente en efectivo.,3,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJFVH1-q0GzoURV0_9Nu7yR_E,COCINA ECONÓMICA EL BUEN SAZON,Ciudad de México,"Esquina Monte Alban, C. Monte Cruces, San Lucas Xochimanca, Xochimilco, 16300 Ciudad de México, CDMX, Mexico",55 1575 4192,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,73,True,,"Hola, noté que en COCINA ECONÓMICA EL BUEN SAZON operas exclusivamente con efectivo. Aceptar tarjetas con la terminal Konfío te permitirá dar mejor servicio a tus comensales y fortalecer tu registro de ventas. ¿Te gustaría recibir más información?",Restaurante de comida corrida que solo acepta efectivo.,25,4.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJLZl8OVv90YUR6cO--ZY6Oas,Cocina Economica Fany,Ciudad de México,"Av. Herminio Chavarría MZ62 LT699, Zona Urbana Ejidal Santa María Aztahuacan, Iztapalapa, 09570 Ciudad de México, CDMX, Mexico",55 5692 7972,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,72,True,,"Hola, noté que en Cocina Economica Fany atiendes a muchos clientes al mediodía y solo aceptas efectivo. Con la terminal Konfío puedes cobrarles con tarjeta rápidamente y crear un historial de ventas para tu negocio. ¿Te interesa recibir más detalles?",Cocina económica con flujo constante y cobro en efectivo.,24,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJX20mS4T-0YURRWT9R_djbl8,Tortillería Oriente,Ciudad de México,"Ote. 102 1557 A-1557 A, Tlacotal Ramos Millán, Iztacalco, 08720 Ciudad de México, CDMX, Mexico",55 8746 3474,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, en Tortillería Oriente tienen clientes constantes en la Ramos Millán. Al recibir solo efectivo, sumar una terminal Konfío para aceptar pagos con tarjeta o sin contacto puede acelerar tu cobro en mostrador. ¿Te interesa recibir más información?",Tortillería de mostrador con confirmación de operar solo con efectivo.,11,4.5,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJ8xqQFgBRL4QRMohRBdXTj5k,TORTILLERIA EL ROSARIO,Guadalajara,"El Zapote 8, Valle de Tlajomulco, 45640 Tlajomulco de Zúñiga, Jal., Mexico",33 3972 5033,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Tortillería El Rosario solo reciben efectivo. Con la terminal Konfío puedes empezar a aceptar tarjetas y pagos sin contacto de forma rápida y sencilla para no perder ninguna venta en mostrador.",Tortillería tradicional con cobro exclusivo en efectivo.,,,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJU1hnznnk0YURFn74vLnz76E,Carniceria Moreno,Ciudad de México,"C. Mexica 55, Cesteros, 56366 Chimalhuacán, Méx., Mexico",56 2421 1979,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, vi que en Carnicería Moreno actualmente solo recibes efectivo. Al aceptar tarjetas con nuestra terminal evitas perder compras grandes de carne y comienzas a crear un historial de ventas. ¿Te comparto los detalles?",Carnicería con confirmación de cobro exclusivo en efectivo en Google.,5,4.8,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJpa09Z2P10YURf1w7f0nPcWE,Panadería San Antonio,Ciudad de México,"Av San Antonio 43, La Concepción, 54900 Tultitlán de Mariano Escobedo, Méx., Mexico",0000000,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Panadería San Antonio actualmente solo reciben efectivo. Si buscas aceptar pagos con tarjeta de débito y crédito para pedidos y pan dulce, la terminal Konfío es muy práctica y rápida. ¿Te gustaría conocerla?",Panadería local con confirmación técnica de aceptar solo efectivo.,7,4.3,trc_01M1DFHV0XAZFFD2N2HRYT68Z3,1.0
ChIJT9qxbtv70YUREgpJjUaO5HM,Tortilleria Karen,Ciudad de México,"Eje 4 Nte 17, San Juan de Aragón I Secc, Gustavo A. Madero, 07969 Ciudad de México, CDMX, Mexico",55 2603 2377,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, veo que en Tortilleria Karen atienden a diario recibiendo solo efectivo. Con una terminal Konfío puedes aceptar tarjetas de débito y crédito fácilmente y brindar más opciones a tus clientes. ¿Te gustaría conocer los beneficios?",Tortillería registrada con solo efectivo en medios de pago.,15,4.4,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJvaQE22cczoURYOAfCqt2z2Y,"Tortillería ""LA CAMPESINA""",Ciudad de México,"Mz 18 Lt 17, Av.Moctezuma, Manzana 004, San Miguel Xico, 56613 Valle de Chalco Solidaridad, Méx., Mexico",55 4453 5164,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, vimos que en Tortilleria LA CAMPESINA solo cobran en efectivo. Con la terminal Konfio puedes aceptar cobros con tarjeta rapidamente, evitando perder ventas con personas que no lleven efectivo en mano. ¿Te gustaria conocer nuestras tarifas accesibles?",Tortilleria activa con volumen medio de reseñas y rechazo explícito a tarjetas.,28,3.7,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJecbG-Tj20YURswKuUDaRziE,Tortillería Marlen,Ciudad de México,"C. Coahuila Manzana 009, Amp. Buenavista, Buenavista 2da Secc, 54955 Tultitlán de Mariano Escobedo, Méx., Mexico",55 1307 7729,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, veo que en Tortillería Marlen atienden a diario en Buenavista y solo reciben efectivo. Una terminal Konfío te ayuda a aceptar pagos con tarjeta y generar historial de ventas para tu negocio. ¿Te mando información?",Tortillería de bajo volumen de reseñas que opera únicamente en efectivo.,10,4.4,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ8Xuk67WzKIQRjNAwBisXRe8,Miscelánea,Guadalajara,"Galicia 14, El Tapatío, 45588 San Pedro Tlaquepaque, Jal., Mexico",33 1113 4563,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, note que en tu tienda Miscelanea actualmente solo aceptas efectivo. Con una terminal Konfio puedes comenzar a cobrar con tarjeta a tus clientes y aumentar tus ventas diarias sin dejar ir a nadie por falta de cambio. Te gustaria conocer los requisitos?",Tienda miscelanea de abarrotes con medio de pago confirmado en solo efectivo.,,,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ1RARmXRRL4QRwVNAgyGY0dQ,Tortillería Danny,Guadalajara,"C. Lerdo de Tejada 14, Los Ocampo, 45640 Tlajomulco de Zúñiga, Jal., Mexico",33 1423 3876,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, vi que en Tortilleria Danny solo cobran en efectivo. Ofrecer cobro con tarjeta mediante la terminal Konfio ayuda a que tus clientes compren mas producto sin limitarse por monedas o billetes, sumando historial de ventas. Te envio informacion sin compromiso?",Tortilleria local con confirmacion de solo efectivo.,2,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJUVHdZzXz0YURou4c5xfMiaM,Tortillería la Espiga dorada,Ciudad de México,"Av Llanuras 569, Hacienda San Pablo, 54930 San Pablo de las Salinas, Méx., Mexico",55 8799 1461,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, veo que en Tortillería la Espiga dorada tienen un flujo continuo de vecinos. Noté que solo cobran en efectivo; con una terminal Konfío puedes aceptar pagos con tarjeta sin complicaciones y agilizar el mostrador. ¿Te gustaría revisarla?",Tortillería de barrio con cobro exclusivo en efectivo.,24,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJt_o_EJCyKIQRiROx3nUyTj8,Tortillería y Molino San Francisco de Asís,Guadalajara,"Literatura 520A, Miravalle, 45590 San Pedro Tlaquepaque, Jal., Mexico",33 3905 7440,https://tortimex.com.mx/,5422,Misceláneos,confirmed_no_card,campo de Google: no acepta tarjetas de crédito ni débito,70,True,,"Hola, en Tortillería y Molino San Francisco de Asís atienden a muchos clientes en Miravalle. Vi que no aceptan tarjetas; con la terminal Konfío puedes cobrar con tarjeta fácil y sin filas en el mostrador. ¿Te interesa checarla?",Molino y tortillería confirmado sin cobro con tarjetas de débito o crédito.,10,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJucJNgs4dzoURCrqHhnT2H6g,COCINA ECONÓMICA LAS CHALINAS VALENTÍN,Ciudad de México,"Calle 27 poniente 09 manzana 904 lote 10, Manzana 023, Santiago, 56615 Valle de Chalco Solidaridad, Méx., Mexico",55 6855 3385,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Cocina Económica Las Chalinas Valentín solo aceptan efectivo. Con la terminal Konfío puedes comenzar a cobrar con tarjetas de débito y crédito fácilmente, atrayendo más comensales en la zona. ¿Te gustaría conocer nuestras promociones vigentes?",Cocina económica que solo acepta efectivo según datos de medios de pago.,1,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJZcvt_huTYoYRUo8-H21EWnM,Tortilleria Torres,Monterrey,"Fidel Velázquez 112, Gral Emiliano Zapata, 66052 Cdad. Gral. Escobedo, N.L., Mexico",81 3414 3014,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Tortilleria Torres solo aceptan pagos en efectivo. Con una terminal Konfío puedes cobrar fácilmente con tarjeta y evitar que se vayan clientes sin comprar. ¿Te gustaría conocer nuestras opciones?",Giro de tortillería con cobro confirmado en solo efectivo.,1,5.0,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJY1IHTZIBzoURo4X-b_WGiDc,Tortillas de harina Doña Chabela,Ciudad de México,"Emilio Carranza 74BIS, Santiago Tepalcatlalpan, Xochimilco, 16200 Ciudad de México, CDMX, Mexico",56 4868 0288,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, vi la excelente calificacion de Tortillas de harina Dona Chabela y que solo aceptan efectivo. Con una terminal Konfio podrias cobrar con tarjeta a quien no traiga cambio. Te gustaria recibir informacion?",Negocio de tortillas de harina clasificado en MCC 5422 con solo efectivo.,29,4.7,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJa8UxTKgfzoURYjUw_1XfvB4,Espiga Bakery,Ciudad de México,"Av. José María Martínez 59, Tres Marias, 56604 Chalco de Díaz Covarrubias, Méx., Mexico",55 8034 1729,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Espiga Bakery solo manejas pagos en efectivo. Con una terminal Konfío puedes aceptar tarjetas de débito y crédito sin complicaciones, cobrando al instante y sumando más clientes a tu panadería. ¿Te interesa recibir más información?",Panadería activa que solo recibe efectivo según datos estructurados.,14,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJ_1z5MfHCYoYReH5p012s-jo,Tortillería García,Monterrey,"P.º de La Hacienda 305, Hacienda Santa Lucía 1er. Sector, 67267 Cdad. Benito Juárez, N.L., Mexico",81 8102 3800,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Tortillería García atiendes a tu comunidad pero únicamente manejas efectivo. Con una terminal Konfío puedes empezar a aceptar cobros con tarjeta y no perder ventas cuando tus clientes no traigan cambio. ¿Te comparto más detalles?",Tortillería local con cobro exclusivo en efectivo.,18,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJLx3i9djCYoYROydhXx9L3rw,Taqueria Juarez,Monterrey,"Gral. L. Garza Ayala 203-204, Centro de Benito Juárez, 67250 Cdad. Benito Juárez, N.L., Mexico",81 1546 9356,,5814,Comida Rápida,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, vi que en Taqueria Juarez atiendes comensales en el centro pero solo manejas cobro en efectivo. Con una terminal Konfío puedes aceptar pagos con tarjeta de débito y crédito de forma ágil. ¿Te gustaría conocer nuestras opciones?",Taquería que solo cobra en efectivo.,9,4.2,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJwVOylGP50YUR8GLu1mshrCQ,Cocina Económica Emili,Ciudad de México,"Mercado Bondojito local 63-66 Bondijito, Gertrudis Sánchez I Secc, Gustavo A. Madero, 07850 Ciudad de México, CDMX, Mexico",55 2774 3136,,5812,Restaurantes,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, vi que en Cocina Económica Emili solo aceptan efectivo. Muchos clientes de la zona buscan pagar sus comidas con tarjeta. Con la terminal Konfío puedes aceptar cobros con tarjeta y hacer crecer tu negocio fácilmente. ¿Te gustaría conocer cómo empezar hoy?",Cocina económica en mercado con confirmación de cobro exclusivo en efectivo.,15,4.3,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJKaXVJeMCzoUR9CzB5GopQ6Y,Panaderia y Pasteleria Versalles,Ciudad de México,"Av. Tlahuac 6073, Santa Ana Poniente, Tláhuac, 13300 Ciudad de México, CDMX, Mexico",55 5433 2223,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Panaderia y Pasteleria Versalles sólo reciben efectivo. Con una terminal Konfío tus clientes pueden pagar con tarjeta pasteles y pedidos grandes al momento, evitando que cancelen su compra y permitiéndote construir historial con cada transacción. ¿Te comparto los detalles?",Panadería y pastelería con buen volumen de reseñas y confirmación de solo efectivo.,39,3.8,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJHaXU-XmzKIQR8-R7Y-azZbU,Panaderia pan casero,Guadalajara,"C. del Lago 267, Villas de Oriente I, 44545 Tonalá, Jal., Mexico",33 3596 6407,,5462,Ventas al detalle (Retail),confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, noté que en Panadería Pan Casero solo recibes pagos en efectivo. Si aceptas tarjeta en el mostrador con la terminal Konfío, tus clientes podrán llevarse más piezas de pan sin preocuparse por el efectivo. ¿Te cuento más sobre nuestras opciones?",Panadería tradicional que opera con cobro únicamente en efectivo.,10,4.5,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
ChIJc9MxqL750YURkCwHMZqFP5s,Tortillería de Sierravista,Ciudad de México,"07300, Sierravista 345, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",55 2121 8085,,5422,Misceláneos,confirmed_no_card,campo de Google: solo efectivo,70,True,,"Hola, notamos que en Tortilleria de Sierravista manejas cobros unicamente en efectivo. Con la terminal Konfio puedes recibir pagos con tarjeta sin complicaciones y brindar una mejor opcion de pago a tus vecinos de Lindavista.",Tortillería de barrio con registro de solo efectivo.,11,4.6,trc_01M1DHHXTHDDBWSFK9FJN1PV33,1.0
